"customer_id","age","gender","subscription_type","watch_hours","last_login_days","region","device","monthly_fees","churned","payment_method","number_of_profiles","avg_watch_time_per_day","favorite_genre"
"2bb0265f-8add-4083-aed9-1e94748be77b",27,"Other","Premium","0.69",39,"South America","Laptop","17.99",1,"Debit Card",5,"0.02","Sci-Fi"
"93460e1b-34b6-4586-8289-48a6f91e18fb",55,"Other","Standard","2.59",54,"Europe","Desktop","13.99",1,"Gift Card",3,"0.05","Sci-Fi"
"22cb4dd5-d158-4dd6-a49d-e8723fadc557",69,"Male","Premium","0.52",42,"South America","Desktop","17.99",1,"Gift Card",3,"0.01","Action"
"48a57226-1b00-4e56-b555-2cf66bc4b9a7",23,"Male","Standard","4.46",24,"Africa","Mobile","13.99",1,"Gift Card",3,"0.18","Documentary"
"3382730c-46bb-40d1-92de-55f346dda22a",26,"Male","Premium","3.24",57,"Europe","Tablet","17.99",1,"PayPal",3,"0.06","Sci-Fi"
"7d921bf8-61ef-4609-a46e-96d832d0d04e",52,"Male","Premium","2.73",45,"North America","TV","17.99",1,"Crypto",5,"0.06","Horror"
"f28413c0-e4fb-4469-a595-c23e39036e09",18,"Other","Basic","2.75",43,"Oceania","Laptop","8.99",1,"Gift Card",5,"0.06","Romance"
"395e2c15-2abb-4a29-8f8c-06118a5539e2",19,"Female","Standard","3.36",27,"North America","Laptop","13.99",1,"Debit Card",1,"0.12","Action"
"a756e8d5-a9c2-4520-8f06-1e13159bd0c0",66,"Other","Standard","0.77",36,"Africa","TV","13.99",1,"Crypto",4,"0.02","Drama"
"7514941b-007c-44ea-90ee-4ae0690f013d",56,"Male","Standard","2.95",52,"Europe","Tablet","13.99",1,"Gift Card",1,"0.06","Drama"
"c16c6ac0-11d2-496c-b9a3-2117f5d8e0db",62,"Male","Standard","3.02",16,"Europe","TV","13.99",1,"Debit Card",2,"0.18","Drama"
"34e13cb5-2657-4148-ac24-be078c809d92",67,"Female","Premium","2.02",52,"Oceania","Mobile","17.99",1,"PayPal",2,"0.04","Action"
"d89f54d3-882d-4cfc-96c5-b5f0ddbb9915",57,"Female","Premium","4.39",60,"North America","TV","17.99",1,"Crypto",3,"0.07","Horror"
"f76a2802-20d0-4772-b6cc-f7e2a95d6384",43,"Other","Basic","0.59",11,"Europe","Mobile","8.99",1,"Debit Card",3,"0.05","Drama"
"bd27bcd3-feaa-4a06-a98f-c4f3d61de505",66,"Other","Premium","1.85",57,"South America","Tablet","17.99",1,"Debit Card",3,"0.03","Action"
"bb3dc1e7-e1f4-4010-b227-3af57309c626",65,"Female","Standard","2.75",36,"Europe","Laptop","13.99",1,"PayPal",2,"0.07","Romance"
"99f7b4c6-5aea-49ad-b746-6e145c979d52",20,"Male","Basic","1.98",45,"North America","Desktop","8.99",1,"PayPal",4,"0.04","Romance"
"2726ac92-319f-4aac-bf5a-89ce36e291fe",39,"Male","Standard","1.97",53,"Asia","Mobile","13.99",1,"Debit Card",2,"0.04","Drama"
"f337bc34-f6bf-4cf4-a559-4b79ae8ec658",49,"Female","Premium","2.74",46,"Asia","TV","17.99",1,"Credit Card",5,"0.06","Horror"
"def12ba1-ee3f-4059-a620-05d7d523636c",53,"Female","Basic","4.01",49,"North America","Desktop","8.99",1,"Crypto",2,"0.08","Action"
"fc76c95d-6886-4993-bc12-adbfcd4cdac0",43,"Other","Premium","4.17",46,"South America","Mobile","17.99",1,"Credit Card",1,"0.09","Comedy"
"021af9d9-2fff-4a33-b2c4-710ad6f3f85c",64,"Other","Basic","4.8",46,"Oceania","Laptop","8.99",1,"Credit Card",1,"0.1","Romance"
"5f63adf1-cf70-4f07-8351-63fe77c15857",50,"Male","Standard","4.17",44,"Oceania","Tablet","13.99",1,"Gift Card",1,"0.09","Documentary"
"70b0ba0c-2333-4ae5-9860-ec22b91ffc93",61,"Other","Standard","3.49",23,"North America","Laptop","13.99",1,"Debit Card",1,"0.15","Romance"
"a36c6729-b90c-4514-92d8-4a98a66bfff4",43,"Male","Premium","4.17",24,"South America","Laptop","17.99",1,"Crypto",4,"0.17","Romance"
"0146854f-d5a1-4ee7-a28c-69b5af885934",26,"Female","Standard","3.82",14,"South America","TV","13.99",1,"Crypto",2,"0.25","Drama"
"5736a841-06be-4e91-a475-fdeae4dbb161",49,"Male","Standard","4.67",48,"North America","Laptop","13.99",1,"Debit Card",5,"0.1","Horror"
"534f289f-35c5-4314-973b-1b0c9ed473db",23,"Male","Basic","4.64",55,"Europe","TV","8.99",1,"Credit Card",1,"0.08","Documentary"
"16359306-8225-4f9c-a0f6-446f18067c00",62,"Female","Premium","1.12",43,"Asia","TV","17.99",1,"Gift Card",4,"0.03","Comedy"
"46e95e2c-14c7-45ef-a0a8-b5f76f9e5d75",58,"Female","Basic","3.57",20,"North America","Laptop","8.99",1,"Gift Card",2,"0.17","Documentary"
"64485bba-7db6-4f9a-a22b-5cfec1cd2ee2",33,"Female","Premium","2.2",40,"South America","Desktop","17.99",1,"Gift Card",4,"0.05","Documentary"
"b88b733e-5ac8-46f5-9137-05b8f9e59898",57,"Male","Standard","0.15",39,"Africa","Tablet","13.99",1,"Debit Card",3,"0","Comedy"
"57e7b754-6ed5-43f6-804d-140bef82a2d7",66,"Female","Basic","0.27",40,"Africa","Laptop","8.99",1,"Credit Card",1,"0.01","Sci-Fi"
"c6ac02c8-fe12-46b3-a1ae-fd7f7ba481f9",50,"Other","Premium","0.32",35,"Europe","Desktop","17.99",1,"Debit Card",2,"0.01","Comedy"
"a3a126f7-1a28-4a66-9a60-6a60f8411e89",23,"Female","Standard","2.28",46,"Oceania","Tablet","13.99",1,"PayPal",1,"0.05","Horror"
"b985d6de-295a-4ecd-9353-4e9357c6c9dc",68,"Other","Premium","1.66",42,"North America","Mobile","17.99",1,"Gift Card",4,"0.04","Documentary"
"b8f85415-9ec9-4b9b-be60-a88f1b6ecbdd",23,"Other","Basic","4.01",27,"Asia","Tablet","8.99",1,"Crypto",2,"0.14","Romance"
"a1f99ca8-0b8f-4c59-a52e-4eb2ea8d4bf6",49,"Other","Standard","2.86",30,"Europe","Tablet","13.99",1,"Credit Card",3,"0.09","Drama"
"f18bb534-3003-4858-95d7-fdf908fc7432",64,"Male","Basic","0.27",49,"South America","Mobile","8.99",1,"Crypto",4,"0.01","Horror"
"0ef9124e-50c5-411b-b436-edacd29199a8",47,"Female","Standard","4.13",30,"South America","Tablet","13.99",1,"Gift Card",2,"0.13","Horror"
"60fbb4af-309d-4a37-93b2-20c05286ac2f",60,"Other","Standard","0.62",48,"Africa","TV","13.99",1,"Crypto",4,"0.01","Documentary"
"d5ebd5d0-4ce3-4120-9c8a-d01de6e00ba5",28,"Male","Standard","2.6",45,"Europe","Laptop","13.99",1,"Credit Card",2,"0.06","Sci-Fi"
"e2fa23ce-0f5d-44a2-8cec-b14660947d11",25,"Female","Standard","3.17",32,"Europe","Desktop","13.99",1,"Debit Card",5,"0.1","Documentary"
"a28580ec-90be-4f6d-ab87-619d8f0679b0",19,"Other","Standard","3.16",43,"Oceania","Mobile","13.99",1,"Gift Card",1,"0.07","Horror"
"d9a89da8-9188-4be1-9fa4-6ff8394bce3a",25,"Female","Premium","0.64",32,"Asia","Laptop","17.99",1,"Gift Card",4,"0.02","Romance"
"8372f52f-257c-4f58-ae67-dfa618516600",32,"Other","Basic","1.96",49,"North America","Laptop","8.99",1,"PayPal",4,"0.04","Documentary"
"7c88ae82-dad4-4bb3-8e01-e587c43395ab",38,"Other","Standard","3.39",35,"South America","Desktop","13.99",1,"Debit Card",1,"0.09","Drama"
"6928de64-4465-4a01-9208-9597cdf58bf8",56,"Male","Basic","3.29",58,"Europe","Mobile","8.99",1,"Debit Card",1,"0.06","Action"
"d1bae981-3ea1-432e-b791-65c33a5310cc",68,"Other","Basic","2.28",60,"North America","Tablet","8.99",1,"Debit Card",2,"0.04","Documentary"
"d5085dca-434a-4eab-91d5-9a0085af79d2",54,"Other","Standard","0.37",39,"North America","Tablet","13.99",1,"Credit Card",4,"0.01","Sci-Fi"
"9a31b543-8464-42d2-ab0b-4d9568ebe947",26,"Other","Premium","3.77",52,"Africa","TV","17.99",1,"Crypto",4,"0.07","Comedy"
"94520f48-96a9-4b36-a6ee-5cfd9ec9143b",18,"Other","Basic","0.67",11,"Asia","Laptop","8.99",1,"Gift Card",4,"0.06","Documentary"
"acee18e9-c039-434c-9c7b-8a2bb81bf19f",58,"Female","Premium","4.41",39,"Oceania","Laptop","17.99",1,"PayPal",5,"0.11","Documentary"
"6e346808-c15b-472c-ab5a-83cc8f70c8cb",54,"Male","Standard","3.47",31,"Europe","Laptop","13.99",1,"Crypto",5,"0.11","Sci-Fi"
"a300bc71-2231-406c-953c-92a9a5ecbd89",57,"Male","Premium","4.08",27,"Europe","TV","17.99",1,"Credit Card",1,"0.15","Horror"
"d66b7151-9251-4e63-8bac-8784764de25b",64,"Other","Basic","3.84",38,"Africa","Tablet","8.99",1,"Credit Card",1,"0.1","Documentary"
"704af732-4f2c-47bd-8005-51eaee71c3bb",59,"Other","Premium","1.12",13,"North America","Tablet","17.99",1,"Crypto",2,"0.08","Drama"
"02629028-5476-4dad-b44b-0c284f757874",56,"Female","Basic","2.23",26,"Africa","Tablet","8.99",1,"Credit Card",5,"0.08","Documentary"
"4403409b-c5ff-4f1d-85b6-d7d26093f6a3",43,"Female","Basic","0.69",39,"South America","Laptop","8.99",1,"Debit Card",1,"0.02","Action"
"c46da64b-c643-414b-9c74-f9c9cfd93905",21,"Other","Standard","2.51",19,"South America","Mobile","13.99",1,"Crypto",2,"0.13","Drama"
"722ad842-9f84-4f22-ba03-ec58ac6c23da",65,"Other","Premium","2.42",48,"Africa","Desktop","17.99",1,"Gift Card",2,"0.05","Comedy"
"615e7406-59c1-43a1-a7c2-21eebf7b480b",31,"Male","Basic","4.58",26,"North America","Desktop","8.99",1,"PayPal",2,"0.17","Action"
"32f4e267-4894-4705-9abb-d834e5c51501",65,"Other","Premium","0.47",25,"Asia","TV","17.99",1,"Debit Card",3,"0.02","Drama"
"a566dd67-1290-4278-8cc9-fd29e99a7aa6",21,"Male","Premium","1.3",13,"Oceania","Tablet","17.99",1,"PayPal",2,"0.09","Documentary"
"a3eeb138-744f-4bfb-87bf-72f794b2290a",47,"Other","Premium","3.99",53,"Africa","Mobile","17.99",1,"Gift Card",2,"0.07","Sci-Fi"
"2a99d3ad-4874-4d00-a714-5e17ab8be70e",49,"Male","Basic","3.34",50,"Africa","Laptop","8.99",1,"Credit Card",5,"0.07","Sci-Fi"
"871fbc03-cc9a-4915-a0b2-1b53fa2ea19e",29,"Female","Basic","1.46",54,"Europe","TV","8.99",1,"Crypto",3,"0.03","Sci-Fi"
"354dd217-2718-4a52-9640-2100fce27845",27,"Female","Standard","1.77",41,"South America","Mobile","13.99",1,"PayPal",2,"0.04","Horror"
"75fc6d6b-4c43-4682-8151-3ca3b9669fb7",18,"Female","Standard","1.71",49,"South America","TV","13.99",1,"PayPal",3,"0.03","Horror"
"1aa2e994-3eb1-4bd3-88e9-1aa4c4aab306",70,"Male","Basic","1.24",29,"Oceania","Laptop","8.99",1,"PayPal",1,"0.04","Horror"
"51c26840-b286-42ef-b074-77c2db6c31f5",38,"Male","Basic","3.86",37,"South America","Laptop","8.99",1,"PayPal",4,"0.1","Romance"
"3d1d46bb-37e3-4347-84f6-1266325022c0",38,"Female","Premium","4.12",54,"Oceania","Tablet","17.99",1,"Gift Card",1,"0.07","Romance"
"aa6f379a-ce91-484e-b54e-c1223dd2a9c0",19,"Female","Standard","0.17",34,"Europe","Laptop","13.99",1,"Gift Card",3,"0","Romance"
"6dfa61eb-b7eb-4d9f-979a-252808674892",39,"Other","Premium","1.83",12,"Africa","Mobile","17.99",1,"Credit Card",3,"0.14","Romance"
"337d7132-8164-46fe-9481-78329007a7af",27,"Male","Standard","0.43",27,"Europe","Laptop","13.99",1,"PayPal",2,"0.02","Sci-Fi"
"ff43bebc-c143-44c4-bc18-643f1fab423c",32,"Female","Standard","2.34",32,"Oceania","Mobile","13.99",1,"Crypto",5,"0.07","Action"
"15f25fe0-0224-44b0-a150-2afc797b5cd5",26,"Male","Standard","2.48",56,"Asia","Laptop","13.99",1,"Credit Card",4,"0.04","Documentary"
"48b066a3-ba77-444f-ac80-33a8b5921cea",24,"Other","Premium","2.98",11,"Europe","TV","17.99",1,"PayPal",2,"0.25","Drama"
"74a351ad-a105-47a3-8788-be27f4901415",46,"Female","Premium","2.09",36,"North America","Mobile","17.99",1,"Debit Card",3,"0.06","Sci-Fi"
"c44dca13-8b31-45ae-8749-b96c8cc7f207",42,"Other","Standard","0.45",15,"Africa","Laptop","13.99",1,"Gift Card",5,"0.03","Romance"
"ffa3c2de-0887-4b1a-9f2e-f0aaaf5ea2e5",28,"Female","Premium","4.1",55,"Oceania","Desktop","17.99",1,"PayPal",2,"0.07","Sci-Fi"
"7e6f4d69-8626-4fd9-a4b9-f0206bd3fa3b",50,"Female","Premium","3.81",53,"Europe","Mobile","17.99",1,"Gift Card",1,"0.07","Sci-Fi"
"e8f2664c-402d-4227-975c-6b6f3960336f",61,"Other","Standard","4.69",45,"Asia","Mobile","13.99",1,"Crypto",3,"0.1","Horror"
"31d3a4d3-4f08-4c99-b7c0-b86e5d907649",27,"Male","Basic","4.61",42,"Asia","Mobile","8.99",1,"Crypto",2,"0.11","Comedy"
"f5309997-6d14-4c98-9379-ac88f9cbbe93",29,"Male","Standard","0.48",29,"Asia","TV","13.99",1,"Debit Card",3,"0.02","Action"
"f0998eae-9a45-4ed5-95e4-0b6a02db0630",56,"Other","Basic","1.22",23,"North America","TV","8.99",1,"PayPal",5,"0.05","Horror"
"7767a55d-bc06-4edf-89a6-0235f5728dd5",19,"Male","Standard","0.95",22,"Asia","Laptop","13.99",1,"Credit Card",2,"0.04","Documentary"
"6f0b25fb-c81b-4416-ad28-7ae1b7f73dfc",68,"Female","Basic","1.91",57,"Africa","Desktop","8.99",1,"Debit Card",3,"0.03","Sci-Fi"
"d4642e0c-7c28-4b72-a098-27f0f6bf51ac",24,"Other","Basic","0.17",25,"South America","TV","8.99",1,"Debit Card",5,"0.01","Comedy"
"abfeba54-42ea-43d9-a800-a069d5b0dbda",66,"Other","Basic","0.83",30,"Europe","Laptop","8.99",1,"PayPal",5,"0.03","Comedy"
"c1297aad-0eff-4128-a815-3d35e932b23c",55,"Male","Basic","3.76",22,"Asia","Desktop","8.99",1,"Crypto",4,"0.16","Romance"
"272a45af-0205-4022-a7d3-fd8266d2a630",46,"Female","Basic","0.49",35,"Africa","Mobile","8.99",1,"Gift Card",3,"0.01","Drama"
"d63982f2-ea11-489e-9092-559a4f2190ec",60,"Female","Standard","0.76",59,"North America","Desktop","13.99",1,"Credit Card",2,"0.01","Romance"
"dbab2c81-25f3-4f64-969d-48093e7989cc",50,"Other","Premium","1.21",44,"Europe","Tablet","17.99",1,"Credit Card",1,"0.03","Action"
"79e33997-7571-4785-bf32-7c6b45dd2a38",37,"Female","Premium","0.52",37,"North America","TV","17.99",1,"PayPal",4,"0.01","Documentary"
"3b9e88b6-d283-419b-9562-d98fe199e04e",39,"Other","Premium","3.98",39,"Asia","Tablet","17.99",1,"Debit Card",3,"0.1","Drama"
"c9fa7288-917d-4b7c-8538-dcc9d103ab8b",66,"Male","Standard","0.24",13,"Oceania","Tablet","13.99",1,"Crypto",5,"0.02","Action"
"5b57deb8-313a-4470-b11e-f3a11aecea63",36,"Other","Basic","0.95",41,"North America","Desktop","8.99",1,"Gift Card",5,"0.02","Documentary"
"ec879c8c-9cc0-41a3-b625-69979bbc565f",67,"Female","Premium","3.33",11,"Europe","Mobile","17.99",1,"Crypto",3,"0.28","Action"
"2dcbd1ab-9f58-4dfd-86ae-87927ae211bf",32,"Female","Basic","3.15",26,"North America","Laptop","8.99",1,"Debit Card",2,"0.12","Comedy"
"ee23b820-b023-455c-a164-7a6f029cb8c8",55,"Female","Premium","3.27",21,"South America","TV","17.99",1,"PayPal",1,"0.15","Action"
"df604392-c45e-4f2d-80d5-544300e084e2",41,"Other","Basic","4.15",39,"Asia","Laptop","8.99",1,"PayPal",5,"0.1","Comedy"
"a51a0fca-f883-4bde-9acb-a7dd51f56f09",22,"Male","Basic","0.8",35,"Oceania","TV","8.99",1,"Gift Card",1,"0.02","Sci-Fi"
"76ad4d6a-19dd-42de-add3-bb96a7511b3c",53,"Female","Premium","1.25",37,"Asia","Mobile","17.99",1,"PayPal",5,"0.03","Action"
"1a2dcd89-e8ac-4205-abd6-4f2fa9a6559a",44,"Female","Basic","3.72",37,"Oceania","TV","8.99",1,"Debit Card",1,"0.1","Documentary"
"06938a8c-6c69-4e18-8c06-17a8f12f6019",25,"Male","Basic","1.27",43,"Asia","Mobile","8.99",1,"Debit Card",2,"0.03","Sci-Fi"
"fef9c533-b570-4ab6-8bbc-8bc6bbec40fd",60,"Male","Premium","2.52",32,"Asia","Tablet","17.99",1,"PayPal",4,"0.08","Drama"
"87bb868a-f169-41ac-ab78-94021cf19a0f",68,"Male","Standard","1.68",33,"Africa","Desktop","13.99",1,"Credit Card",3,"0.05","Drama"
"732d67f8-5996-46fe-9b35-695e2c344cee",65,"Female","Basic","3.46",48,"Oceania","Tablet","8.99",1,"Credit Card",4,"0.07","Drama"
"c1036f42-7ebe-4737-aa18-7019022de901",61,"Other","Premium","2.22",43,"Asia","TV","17.99",1,"Gift Card",4,"0.05","Documentary"
"5497a74d-e048-4392-9025-2000dfceb952",63,"Female","Basic","3.65",55,"South America","Desktop","8.99",1,"Crypto",5,"0.07","Comedy"
"13d60860-ba76-458b-b4a2-a2b57814f3a5",62,"Male","Premium","2.68",55,"Africa","TV","17.99",1,"Gift Card",1,"0.05","Action"
"98006a18-b3dc-4c62-862d-60e463cf6f7f",37,"Male","Standard","2.31",28,"Asia","Laptop","13.99",1,"PayPal",1,"0.08","Horror"
"7d27b819-bbc1-4ed3-90fc-fab14f4f7676",26,"Other","Premium","4.76",27,"Oceania","Mobile","17.99",1,"Crypto",4,"0.17","Documentary"
"f6586998-c5aa-4fc4-86ac-0c0356195134",41,"Other","Premium","2.74",19,"Asia","Laptop","17.99",1,"Debit Card",3,"0.14","Sci-Fi"
"d950a7ae-60bd-4f16-ad7e-46c34268c6fd",24,"Other","Standard","4.89",58,"South America","Mobile","13.99",1,"Debit Card",2,"0.08","Action"
"99b75d88-389d-4e15-ae49-2fbda9481a56",42,"Male","Premium","1.91",44,"Europe","Mobile","17.99",1,"Crypto",1,"0.04","Action"
"28750512-060a-4199-bbb4-ffa43bac55b5",59,"Other","Basic","0.09",25,"Europe","Laptop","8.99",1,"Crypto",2,"0","Sci-Fi"
"bc638748-782d-4220-8fc7-ed7e6747c894",69,"Female","Basic","4.81",22,"South America","TV","8.99",1,"Gift Card",2,"0.21","Action"
"4acacbc6-042b-4dce-aae2-1a5c6d52ce20",18,"Male","Premium","1.61",29,"Asia","Mobile","17.99",1,"PayPal",1,"0.05","Drama"
"87c00608-c077-4037-9cfe-11d7e7f3f9f2",18,"Female","Premium","0.38",37,"North America","TV","17.99",1,"Crypto",5,"0.01","Action"
"4ba7f702-5b22-4e31-ac70-272407eb79f8",31,"Female","Premium","0.54",16,"North America","Desktop","17.99",1,"Credit Card",1,"0.03","Sci-Fi"
"5fb82ca0-59b1-4c7a-ace5-9dc04e30c4ab",33,"Female","Standard","3.98",49,"Oceania","Tablet","13.99",1,"Debit Card",4,"0.08","Drama"
"f42ed003-e8bf-42bd-830e-0286e52956a8",31,"Male","Premium","1.9",31,"Europe","Mobile","17.99",1,"Gift Card",1,"0.06","Horror"
"4bd379ac-7088-4f76-8659-5dee42ce681e",29,"Male","Standard","1.23",50,"Asia","Desktop","13.99",1,"PayPal",3,"0.02","Comedy"
"95b8b913-647a-4cf0-8a1c-12eba4a8ed74",33,"Female","Basic","0.03",51,"North America","Laptop","8.99",1,"Credit Card",1,"0","Horror"
"3d604c3a-0b78-4192-8389-dd95566832af",46,"Other","Standard","0.83",12,"South America","Mobile","13.99",1,"Crypto",4,"0.06","Comedy"
"93880064-9281-4aec-a8f9-0be261a5257c",49,"Female","Premium","3.31",59,"Europe","Laptop","17.99",1,"PayPal",1,"0.06","Sci-Fi"
"ff06eb31-09ff-48f4-821a-632b3d504124",55,"Male","Premium","0.87",48,"Asia","Tablet","17.99",1,"Debit Card",4,"0.02","Action"
"41f6124d-7959-4fc3-83af-7c634c843b10",39,"Other","Premium","2.99",46,"Europe","Tablet","17.99",1,"Crypto",4,"0.06","Romance"
"3a5d46fd-0ca3-44a1-a8be-d7e35a75218e",57,"Male","Basic","3.09",43,"South America","Mobile","8.99",1,"Debit Card",5,"0.07","Horror"
"6b8c4ccd-8bee-4022-94e8-b5f5a0d5bb5f",64,"Other","Standard","1.09",37,"South America","Laptop","13.99",1,"Credit Card",5,"0.03","Documentary"
"7be4e423-83bd-4cc9-96d5-a845a5ae728f",43,"Male","Premium","1.99",17,"Africa","TV","17.99",1,"Crypto",5,"0.11","Action"
"dcaf88dd-7810-44bb-ab55-d2ad4410ad63",44,"Other","Basic","1.4",58,"Asia","TV","8.99",1,"Debit Card",5,"0.02","Drama"
"a9d14534-5bca-41dd-8d02-0d92570cb764",35,"Male","Standard","4.13",32,"Africa","TV","13.99",1,"Credit Card",1,"0.13","Horror"
"4d72f986-020f-4c5e-9e76-eb69bea859e6",46,"Other","Standard","1.24",60,"Europe","TV","13.99",1,"Debit Card",5,"0.02","Horror"
"cb370c32-624d-42ee-b4c7-d90cd286a11f",40,"Female","Basic","1.79",14,"South America","Laptop","8.99",1,"PayPal",1,"0.12","Documentary"
"6a99ebb0-cc9f-45ab-b6e9-4791602ae7c4",35,"Female","Standard","3.26",39,"Europe","Tablet","13.99",1,"Debit Card",2,"0.08","Drama"
"59711c93-38ef-47c5-b728-42fa302cacd0",42,"Female","Standard","3.67",13,"Oceania","TV","13.99",1,"Debit Card",3,"0.26","Action"
"bb67998e-4ac1-45da-b7ca-605ec973e5fe",24,"Male","Premium","1.12",55,"Asia","Tablet","17.99",1,"Crypto",5,"0.02","Documentary"
"b26a4921-90b8-4360-8834-fad7a130bfb4",24,"Male","Premium","0.58",57,"Europe","Tablet","17.99",1,"PayPal",3,"0.01","Sci-Fi"
"eaf0471b-e553-4302-a1aa-cf3284f3a3a9",34,"Female","Basic","0.95",44,"Asia","Mobile","8.99",1,"PayPal",4,"0.02","Action"
"31673a23-132a-46a7-b029-975ac1465c50",48,"Male","Premium","4.15",53,"Africa","Laptop","17.99",1,"Credit Card",4,"0.08","Documentary"
"2c06953e-4bc1-42f4-8769-813f8f36b530",54,"Other","Basic","0.5",54,"Asia","Desktop","8.99",1,"Crypto",1,"0.01","Comedy"
"25fd1786-ff5a-45fc-bb97-0ab5ba25bbd4",69,"Female","Basic","0.64",21,"South America","Mobile","8.99",1,"PayPal",1,"0.03","Drama"
"fcc3fddc-5adf-4ff0-9e0e-c84a424d2070",24,"Female","Standard","3.9",32,"South America","TV","13.99",1,"PayPal",5,"0.12","Sci-Fi"
"73afe00b-3f93-4cd4-b71f-161f6da7d9a8",64,"Other","Basic","4.86",33,"South America","TV","8.99",1,"Debit Card",5,"0.14","Documentary"
"63424808-052e-4e93-a382-1bc16302c1cd",34,"Female","Basic","4.45",60,"North America","Laptop","8.99",1,"Gift Card",4,"0.07","Action"
"1af70b1b-d756-415f-a5b4-3861139559d8",32,"Female","Premium","4.46",40,"South America","Mobile","17.99",1,"Crypto",1,"0.11","Comedy"
"2a0fdbe4-588b-40fe-ba75-19cebe31bea8",69,"Other","Premium","1.85",33,"Oceania","Laptop","17.99",1,"Debit Card",2,"0.05","Drama"
"825bd557-2be9-4aca-a8d1-eb8a5f1bb037",29,"Female","Premium","0.19",54,"Europe","Mobile","17.99",1,"PayPal",2,"0","Drama"
"c03d3d6b-a16d-4b1d-bf07-788f0372cec5",20,"Other","Standard","3.19",53,"South America","Tablet","13.99",1,"Gift Card",4,"0.06","Sci-Fi"
"e969d3a9-a455-455f-9be8-38e701b1f653",46,"Female","Standard","4.68",11,"Africa","Tablet","13.99",1,"Gift Card",5,"0.39","Comedy"
"2a1b3474-38d6-4ca0-8c57-b10eaae5e250",60,"Other","Standard","4.57",60,"Oceania","TV","13.99",1,"Gift Card",3,"0.07","Romance"
"744ddc65-15bd-4ea4-abe0-e6c0e760796f",46,"Male","Premium","2.96",33,"South America","TV","17.99",1,"PayPal",5,"0.09","Action"
"8bbf6861-d17e-4548-bf18-f7f295ce59dd",55,"Other","Standard","3.19",45,"South America","Mobile","13.99",1,"Gift Card",2,"0.07","Comedy"
"7ff1a77b-f219-42d5-97cd-279306d9c7bc",26,"Male","Basic","2.04",59,"South America","Laptop","8.99",1,"Credit Card",5,"0.03","Drama"
"17f2ec1d-c875-43da-9307-7012fa87236c",40,"Female","Premium","3.91",53,"Europe","Mobile","17.99",1,"PayPal",4,"0.07","Action"
"d694ed01-7f0c-40af-8749-f22aa8dd2ffa",55,"Other","Premium","1.98",25,"South America","Mobile","17.99",1,"Gift Card",2,"0.08","Romance"
"c76f1318-9857-4514-8548-3cd20a91f650",62,"Female","Basic","1.04",16,"North America","Mobile","8.99",1,"Credit Card",5,"0.06","Comedy"
"68afcc40-9bb4-4903-a7ce-3c64492794f6",69,"Female","Standard","3.47",58,"South America","Laptop","13.99",1,"Gift Card",3,"0.06","Comedy"
"b41e00a2-10d7-46ae-a151-2cc315df1c34",56,"Other","Basic","4.78",51,"Oceania","Desktop","8.99",1,"Gift Card",1,"0.09","Romance"
"2f6ecf7c-ed0c-4011-8d13-90edf44b305d",65,"Other","Premium","4.11",41,"Asia","Mobile","17.99",1,"Gift Card",2,"0.1","Drama"
"05bf2a9f-e720-4d01-8ef5-9110d6fca724",23,"Other","Standard","3.04",48,"Europe","Tablet","13.99",1,"Crypto",2,"0.06","Horror"
"819a1e55-0a4e-4467-92b3-74936dc87ecd",27,"Female","Standard","0.21",44,"Africa","Mobile","13.99",1,"Gift Card",3,"0","Documentary"
"3d90379c-6a89-4764-803b-b958c1a4e37a",24,"Female","Premium","0.65",34,"Africa","Mobile","17.99",1,"Gift Card",4,"0.02","Drama"
"d35e9995-4a42-438c-a56f-dff2e9acc65e",39,"Other","Basic","1.28",39,"South America","Desktop","8.99",1,"Credit Card",5,"0.03","Documentary"
"66d3a92b-4c35-46e6-bf15-cb673be2aee2",27,"Male","Premium","2.95",30,"South America","Desktop","17.99",1,"PayPal",2,"0.1","Horror"
"a893ce7f-c8bc-427a-b89d-206a94d5a33a",63,"Female","Basic","2.95",41,"South America","Laptop","8.99",1,"PayPal",2,"0.07","Romance"
"d16ade89-0f8a-447e-b492-db632a54e02b",67,"Male","Premium","4.77",30,"North America","Desktop","17.99",1,"Debit Card",1,"0.15","Action"
"ceae0c44-3af1-464c-98de-82c6c0a19ae2",35,"Other","Premium","3.63",57,"Europe","Laptop","17.99",1,"Credit Card",5,"0.06","Sci-Fi"
"062c9b99-d361-4c0e-b1dd-507fdd20b1e7",55,"Male","Basic","3.83",28,"Europe","Desktop","8.99",1,"Credit Card",4,"0.13","Sci-Fi"
"771523c2-478a-4251-bf5c-8a002d31b068",51,"Other","Premium","4.52",59,"North America","TV","17.99",1,"Crypto",3,"0.08","Comedy"
"f86bf906-2201-4800-8413-fba4e4e8ae50",59,"Male","Basic","0.5",60,"North America","Tablet","8.99",1,"Credit Card",2,"0.01","Sci-Fi"
"7016829c-88f3-4821-9fc1-ce5343e53906",31,"Female","Premium","1.02",39,"Oceania","Laptop","17.99",1,"Crypto",3,"0.03","Drama"
"70c22bdb-e226-4a53-b2da-5f00c9873c5c",47,"Other","Basic","3.64",15,"Oceania","Mobile","8.99",1,"Crypto",4,"0.23","Drama"
